word	word.ipa	freq.count
inconveniencing	ɪ ŋ k ə n vʲ i ɲ ə n s ɪ ŋ	12
incorporating	ɪ ŋ kʰ ɒ ɹ p ɚ ej tʲ ɪ ŋ	12
increments	ɪ ŋ k ɹ ə m ɛ n t s	12
incubated	ɪ ɲ c ʊ b ej tʲ ɪ d	12
indignities	ɪ n dʲ ɪ ɟ ɲ ɪ tʲ i z	12
inducted	ɪ n d ɐ k tʲ ɪ d	12
inference	ɪ n f ə ɹ ə n s	12
infighting	ɪ n f aj tʲ ɪ ŋ	12
inoffensive	ɪ n ɒ f ɛ n s ɪ v	12
insurgent	ɪ n s ɚ dʒ ə n t	12
intensify	ɪ n tʰ ɛ n s ɪ f aj	12
interceptor	ɪ n ɚ s ɛ p t ɚ	12
interpretations	ɪ n tʰ ɝ p ɹ ə tʰ ej ʃ ə n z	12
intravenously	ɪ n t ɹ æ vʲ ɪ n ə s ʎ i	12
ionization	aj ə ɲ ɪ z ej ʃ ə n	12
jambalaya	dʒ ɐ m b ə l aj ə	12
jiving	dʒ aj vʲ ɪ ŋ	12
jointly	dʒ ɔj n t ʎ i	12
kibbutz	cʰ ɪ b ʉː t s	12
kibitz	cʰ ɪ bʲ ɪ t s	12
kielbasa	cʰ i ɫ b ɑ s ə	12
knaves	ɲ ej v z	12
kneed	ɲ iː d	12
kneels	ɲ iː ɫ z	12
lading	l ej dʲ ɪ ŋ	12
landowners	l æ n d ow n ɚ z	12
laryngeal	l ə ɹ ɪ n dʒ i ə ɫ	12
lateness	l ej t n ə s	12
leathers	l ɛ ð ɚ z	12
legislators	l ɛ dʒ ɪ s l ej t ɚ z	12
lemmings	l ɛ mʲ ɪ ŋ z	12
lengthen	l ɛ ŋ k θ ə n	12
lifter	ʎ ɪ f t ɚ	12
lilt	ʎ ɪ ɫ t	12
lobbies	l ɑː bʲ i z	12
loosed	ʎ ʉː s t	12
lopped	l ɑ p t	12
lulls	l ɐ ɫ z	12
lumbering	l ɐ m b ɹ ɪ ŋ	12
luncheons	l ɐ n tʃ ə n z	12
macaw	m ə kʰ ɑː	12
madras	m ə d ɹ æ s	12
magnate	m æ ɡ n ə t	12
mains	m ej n z	12
maliciously	m ə ʎ ɪ ʃ ə s ʎ i	12
maneuverable	m ə ɲ ʉː v ɚ ə b ə ɫ	12
manliness	m æ ɲ ʎ i n ə s	12
maraschino	m ɛ ɹ ə s c i n ow	12
marauders	m ə ɹ ɒ d ɚ z	12
masher	m æ ʃ ɚ	12
maw	m ɒ	12
meld	m ɛ ɫ d	12
mentoring	m ɛ n t ɒ ɹ ɪ ŋ	12
mercantile	m ɝ k ə n tʰ aj ɫ	12
merriment	m ɛ ɹ i m ə n t	12
mesquite	m ɛ s c iː t	12
metabolize	mʲ ɪ tʰ æ b ə l aj z	12
methanol	m ɛ θ ə n ɑ ɫ	12
microbe	m aj k ɹ ow b	12
militants	mʲ ɪ ʎ ɪ t ə n t s	12
millers	mʲ ɪ l ɚ z	12
miscreant	mʲ ɪ s c ɹ i ə n t	12
misdirected	mʲ ɪ s dʲ ɪ ɹ ɛ k tʲ ɪ d	12
mishaps	mʲ ɪ s h æ p s	12
modules	m ɑː dʒ ʉ ɫ z	12
mooing	m ʉː ɪ ŋ	12
moorings	m ɒ ɹ ɪ ŋ z	12
mote	m ow t	12
motorbikes	m ow t ɚ b aj k s	12
muttered	m ɐ t ɚ d	12
nape	ɲ ej p	12
narcissus	n ɑ ɹ s ɪ s ə s	12
narrate	n ɛ ɹ ej t	12
nationalism	ɲ æ ʃ ə n ə ʎ ɪ z ə m	12
nationalist	ɲ æ ʃ ə n ə ʎ ɪ s t	12
nationalists	ɲ æ ʃ ə n ə ʎ ɪ s t s	12
nationalities	ɲ æ ʃ ə ɲ æ ʎ ɪ tʲ i z	12
natty	ɲ æ tʲ i	12
neg	n ɛ ɡ	12
neigh	ɲ ej	12
neutrino	n ʉː tʲ ɹ iː n ow	12
nibbles	ɲ ɪ b ə ɫ z	12
niceness	n aj s ɲ ɪ s	12
niceties	n aj s ɪ tʲ i z	12
notation	n ow tʰ ej ʃ ə n	12
novices	n ɑː vʲ ɪ s ɪ z	12
obscenely	ə b s iː ɲ ʎ i	12
occupations	ɑ c ə pʰ ej ʃ ə n z	12
oceanographic	ow ʃ ə n ɑ ɡ ɹ ə fʲ i k	12
operable	ɑ p ə ɹ ə b ə ɫ	12
orifices	ɒ ɹ ɪ fʲ ɪ s ɪ z	12
otherworldly	ɐ ð ɚ w ɝ ɫ d ʎ i	12
outcry	aw t k ɹ aj	12
outdoorsy	aw t d ɒ ɹ z i	12
outed	aw tʲ ɪ d	12
outfield	aw t fʲ iː ɫ d	12
outwardly	aw t w ɚ d ʎ i	12
overshadowed	ow v ɚ ʃ æ d ow d	12
overtly	ow v ɚ t ʎ i	12
oxidized	ɑ k s aj d aj z d	12
pah	pʰ ɑː	12
painstaking	pʰ ej n s t ej c ɪ ŋ	12
panhandling	pʰ æ n h æ n d ʎ ɪ ŋ	12
paraphrase	pʰ ɛ ɹ ə f ɹ ej z	12
parfait	pʰ ɑ ɹ f ej	12
parliamentary	pʰ ɑ ɹ l ə m ɛ n t ə ɹ i	12
passageways	pʰ æ s ɪ dʒ w ej z	12
passersby	pʰ æ s ɚ z b aj	12
patella	pʰ ə tʰ ɛ l ə	12
pathos	pʰ æ θ ow s	12
patterned	pʰ æ t ɚ n d	12
peacemaker	pʰ iː s m ej k ɚ	12
penalize	pʰ ɛ n ə l aj z	12
periodicals	pʰ ɪ ɹ i ɑ dʲ ɪ k ə ɫ z	12
personable	pʰ ɝ s ə n ə b ə ɫ	12
petted	pʰ ɛ tʲ ɪ d	12
phased	f ej z d	12
philanderer	fʲ ɪ l æ n d ə ɹ ɚ	12
phonetic	f ə n ɛ tʲ ɪ k	12
pianoforte	pʰ i æ n ə f ɒ ɹ t	12
picketing	pʰ ɪ c ɪ tʲ ɪ ŋ	12
pikes	pʰ aj k s	12
piqued	pʰ iː k t	12
pitting	pʰ ɪ tʲ ɪ ŋ	12
planners	p l æ n ɚ z	12
pleadings	pʲ ʎ iː dʲ ɪ ŋ z	12
plopped	p l ɑ p t	12
plummeted	p l ɐ mʲ ɪ tʲ ɪ d	12
plunges	p l ɐ n dʒ ɪ z	12
polyurethane	pʰ ɑ ʎ i j ʊ ɹ ɛ θ ej n	12
populate	pʰ ɑ p ə l ej t	12
postgraduate	pʰ ow s ɟ ɹ æ dʒ ʉ ɪ t	12
posthaste	pʰ ow s t ç ej s t	12
postmarked	pʰ ow s t m ɑ ɹ k t	12
potentate	pʰ ow t ə n tʰ ej t	12
potheads	pʰ ɑ t h ɛ d z	12
practitioners	p ɹ æ k tʲ ɪ ʃ ə n ɚ z	12
precipitated	p ɹ ɪ s ɪ pʲ ɪ tʰ ej tʲ ɪ d	12
predisposition	p ɹ i dʲ ɪ s p ə z ɪ ʃ ə n	12
pretrial	p ɹ i t ɹ aj ə ɫ	12
preventive	p ɹ ɪ v ɛ n tʲ ɪ v	12
priming	p ɹ aj mʲ ɪ ŋ	12
proclivity	p ɹ ow c ʎ ɪ vʲ ɪ tʲ i	12
procrastinating	p ɹ ow c ɹ æ s t ə ɲ ej tʲ ɪ ŋ	12
proliferation	p ɹ ə ʎ ɪ f ə ɹ ej ʃ ə n	12
pronoun	p ɹ ow n aw n	12
proofread	p ɹ ʉː f ɹ ɛ d	12
propagated	p ɹ ɑ p ə ɟ ej tʲ ɪ d	12
protegee	p ɹ ow t ə ʒ ej	12
protracted	p ɹ ə t ɹ æ k tʲ ɪ d	12
publicize	pʰ ɐ bʲ ʎ ɪ s aj z	12
puckered	pʰ ɐ k ɚ d	12
radiance	ɹ ej dʲ i ɛ n s	12
raindrop	ɹ ej n d ɹ ɑ p	12
raiser	ɹ ej z ɚ	12
ranching	ɹ æ n tʃ ɪ ŋ	12
rapier	ɹ ej pʲ ɪ ɹ	12
rapt	ɹ æ p t	12
rattlers	ɹ æ t ə l ɚ z	12
readjusting	ɹ i ə dʒ ɐ s tʲ ɪ ŋ	12
reagent	ɹ i ej dʒ ɛ n t	12
reaped	ɹ iː p t	12
receptions	ɹ ɪ s ɛ p ʃ ə n z	12
reclaiming	ɹ ɪ c ʎ ej mʲ ɪ ŋ	12
reconnoiter	ɹ ɛ k ə n ɔj t ɚ	12
recoup	ɹ ɪ kʰ ʉː p	12
redirected	ɹ i dʲ ɪ ɹ ɛ k tʲ ɪ d	12
refit	ɹ i fʲ ɪ t	12
reforming	ɹ ə f ɒ ɹ mʲ ɪ ŋ	12
refreshes	ɹ ɪ f ɹ ɛ ʃ ɪ z	12
regurgitate	ɹ ɪ ɡ ɝ dʒ ə tʰ ej t	12
remnant	ɹ ɛ m n ə n t	12
repayment	ɹ i pʰ ej m ɛ n t	12
repelled	ɹ ə pʰ ɛ ɫ d	12
repentant	ɹ ɪ pʰ ɛ n t ə n t	12
representations	ɹ ɛ p ɹ ə z ɛ n tʰ ej ʃ ə n z	12
repressive	ɹ ɪ p ɹ ɛ s ɪ v	12
resale	ɹ i s ej ɫ	12
residences	ɹ ɛ z ɪ d ə n s ɪ z	12
resorted	ɹ ɪ z ɒ ɹ tʲ ɪ d	12
retailers	ɹ i tʰ ej l ɚ z	12
reticent	ɹ ɛ tʲ ɪ s ə n t	12
revulsion	ɹ ɪ v ɐ ɫ ʃ ə n	12
rhythmically	ɹ ɪ ð mʲ ɪ c ʎ i	12
roomed	ɹ ʉː m d	12
rosier	ɹ ow z i ɚ	12
rotors	ɹ ow t ɚ z	12
sabers	s ej b ɚ z	12
sacs	s æ k s	12
sages	s ej dʒ ɪ z	12
sanding	s æ n dʲ ɪ ŋ	12
sandwiched	s æ n d w ɪ tʃ t	12
scaffolding	s k æ f ə ɫ dʲ ɪ ŋ	12
scant	s k æ n t	12
scarecrows	s c ɛ ɹ k ɹ ow z	12
schoolmates	s k ʉː ɫ m ej t s	12
sci	s aj	12
scorns	s k ɒ ɹ n z	12
scrawl	s k ɹ ɒː ɫ	12
scruff	s k ɹ ɐ f	12
sealant	s iː l ə n t	12
secreted	s ɪ c ɹ iː tʲ ɪ d	12
seizes	s iː z ɪ z	12
senatorial	s ɛ n ə tʰ ɒː ɹ i ə ɫ	12
sensibly	s ɛ n s ə bʲ ʎ i	12
separatists	s ɛ p ɹ ə tʲ ɪ s t s	12
serpentine	s ɝ p ə n tʲ i n	12
serrated	s ə ɹ ej tʲ ɪ d	12
serviceable	s ɝ vʲ ɪ s ə b ə ɫ	12
setups	s ɛ tʰ ɐ p s	12
shallots	ʃ æ l ə t s	12
sharpness	ʃ ɑ ɹ p ɲ ɪ s	12
shelving	ʃ ɛ ɫ vʲ ɪ ŋ	12
shoals	ʃ ow ɫ z	12
shrines	ʃ ɹ aj n z	12
shutout	ʃ ɐ t aw t	12
singleton	s ɪ ŋ ɡ ə ɫ t ə n	12
sitcoms	s ɪ t kʰ ɑ m z	12
sketched	s c ɛ tʃ t	12
skiers	s c iː ɚ z	12
slanderous	s l æ n d ɚ ə s	12
slapstick	s l æ p s tʲ ɪ k	12
slithering	s ʎ ɪ ð ə ɹ ɪ ŋ	12
smears	s mʲ ɪ ɹ z	12
snaked	s ɲ ej k t	12
snobby	s n ɑ bʲ i	12
snored	s n ɒ ɹ d	12
songbird	s ɒ ŋ b ɝ d	12
soupy	s ʉ pʲ i	12
spangled	s p æ ŋ ɡ ə ɫ d	12
speculative	s p ɛ c ʉ l ə tʲ ɪ v	12
speedometer	s pʲ ɪ d ɑ mʲ ɪ t ɚ	12
spiraling	s p aj ɹ ə ʎ ɪ ŋ	12
spittle	s pʲ ɪ t ə ɫ	12
sponging	s p ɐ n dʒ ɪ ŋ	12
spongy	s p ɐ n dʒ i	12
spoof	s p ʉː f	12
sportsmen	s p ɒ ɹ t s m ə n	12
sprat	s p ɹ æ t	12
sprawled	s p ɹ ɒː ɫ d	12
sprig	s p ɹ ɪ ɡ	12
squatter	s kʷ ɑː t ɚ	12
squelch	s cʷ ɛ ɫ tʃ	12
squinting	s cʷ ɪ n tʲ ɪ ŋ	12
staffer	s t æ f ɚ	12
staffers	s t æ f ɚ z	12
staircases	s t ɛ ɹ cʰ ej s ɪ z	12
stampeded	s t æ m pʰ iː dʲ ɪ d	12
standings	s t æ n dʲ ɪ ŋ z	12
statesmen	s t ej t s m ɛ n	12
steamroller	s tʲ iː m ɹ ow l ɚ	12
stemming	s t ɛ mʲ ɪ ŋ	12
stifles	s t aj f ə ɫ z	12
stirrup	s t ɝ ə p	12
stockbrokers	s t ɑ k b ɹ ow k ɚ z	12
stoppage	s t ɑ p ə dʒ	12
stoves	s t ow v z	12
straggler	s t ɹ æ ɡ l ɚ	12
structurally	s t ɹ ɐ k tʃ ɹ ə ʎ i	12
stylized	s t aj ə l aj z d	12
subjugation	s ɐ b dʒ ə ɟ ej ʃ ə n	12
submissions	s ə b mʲ ɪ ʃ ə n z	12
subsides	s ɐ b s aj d z	12
subsidies	s ɐ b s ɪ dʲ i z	12
substantive	s ɐ b s t ə n tʲ ɪ v	12
subtracting	s ə b t ɹ æ k tʲ ɪ ŋ	12
sufferers	s ɐ f ə ɹ ɚ z	12
sufficed	s ə f aj s t	12
suffices	s ə f aj s ɪ z	12
suppers	s ɐ p ɚ z	12
surer	ʃ ʊ ɹ ɚ	12
surpassing	s ɚ pʰ æ s ɪ ŋ	12
swagger	s w æ ɡ ɚ	12
swain	s w ej n	12
sweetbreads	s w i t b ɹ ɛ d z	12
swindling	s w ɪ n ʎ ɪ ŋ	12
swishing	s w ɪ ʃ ɪ ŋ	12
swordsmen	s ɒ ɹ d m ɛ n	12
synthesized	s ɪ n θ ə s aj z d	12
talc	tʰ æ ɫ k	12
tamale	tʰ ə m ɑ ʎ i	12
taster	tʰ ej s t ɚ	12
tattered	tʰ æ t ɚ d	12
taunted	tʰ ɒː n tʲ ɪ d	12
teamster	tʲ iː m s t ɚ	12
teases	tʲ iː z ɪ z	12
telescopic	tʰ ɛ l ə s k ɑ pʲ ɪ k	12
temperate	tʰ ɛ m p ɹ ə t	12
tempestuous	tʰ ɛ m pʰ ɛ s tʃ ʉ ə s	12
tendered	tʰ ɛ n d ɚ d	12
tenets	tʰ ɛ ɲ ɪ t s	12
tenths	tʰ ɛ n s	12
tepid	tʰ ɛ pʲ ɪ d	12
tertiary	tʰ ɝ ʃ i ɛ ɹ i	12
textiles	tʰ ɛ k s t aj ɫ z	12
thawing	θ ɒː ɪ ŋ	12
theologians	θ i ə l ow dʒ ə n z	12
thoughtfully	θ ɒː t f ə ʎ i	12
thoughtfulness	θ ɒː t f ə ɫ n ə s	12
thrillers	θ ɹ ɪ l ɚ z	12
throb	θ ɹ ɑ b	12
thrusts	θ ɹ ɐ s t s	12
tiebreaker	tʰ aj b ɹ ej k ɚ	12
tilts	tʰ ɪ ɫ t s	12
toddling	tʰ ɑ d ʎ ɪ ŋ	12
togs	tʰ ɑ ɡ z	12
tombstones	tʰ ʉː m s t ow n z	12
toppled	tʰ ɑ p ə ɫ d	12
tosh	tʰ ɑ ʃ	12
transitory	t ɹ æ n s ɪ tʰ ɒ ɹ i	12
transporters	t ɹ æ n s p ɒ ɹ t ɚ z	12
triangular	t ɹ aj æ ɲ ɟ ə l ɚ	12
tribesmen	t ɹ aj b z m ə n	12
trudge	t ɹ ɐ dʒ	12
trundle	t ɹ ɐ n d ə ɫ	12
tumbled	tʰ ɐ m b ə ɫ d	12
tumblers	tʰ ɐ m b l ɚ z	12
tutus	tʰ ʉː tʰ ʉː z	12
twelves	tʷ ɛ ɫ v z	12
twink	tʷ ɪ ŋ k	12
ultrasonic	ɐ ɫ t ɹ ə s ɑ ɲ ɪ k	12
umbrage	ɐ m b ɹ ɪ dʒ	12
unbound	ɐ n b aw n d	12
unbuckled	ɐ n b ɐ k ə ɫ d	12
unchallenged	ɐ n tʃ æ l ə n dʒ d	12
underside	ɐ n ɚ s aj d	12
unfunny	ɐ m f ɐ ɲ i	12
unhinged	ɐ ɲ ç ɪ n dʒ d	12
unimpressive	j ʉː ɲ ɪ m p ɹ ɛ s ɪ v	12
uninhibited	ɐ ɲ ɪ n ç ɪ bʲ ɪ tʲ ɪ d	12
unkempt	ɐ ɲ cʰ ɛ m p t	12
unmasked	ɐ n m æ s k t	12
unpublished	ɐ m pʰ ɐ bʲ ʎ ɪ ʃ t	12
unquenchable	ɐ ŋ kʷ ɛ n tʃ ə b ə ɫ	12
unraveled	ɐ n ɹ æ v ə ɫ d	12
untried	ɐ n t ɹ aj d	12
urethra	j ʊ ɹ iː θ ɹ ə	12
urinalysis	j ʊ ɹ ɪ ɲ æ ʎ ɪ s ɪ s	12
utensil	j ʉ tʰ ɛ n s ə ɫ	12
vastness	v æ s t n ə s	12
vehemently	vʲ iː ə m ə n t ʎ i	12
verbiage	v ɝ bʲ i ə dʒ	12
verve	v ɝ ɹ v	12
vibrato	vʲ ɪ b ɹ ɑː t ow	12
villas	vʲ ɪ l ə z	12
visualization	vʲ ɪ ʒ ʉ ə l aj z ej ʃ ə n	12
wagers	w ej dʒ ɚ z	12
weaned	w iː n d	12
weighty	w ej tʲ i	12
wields	w iː ɫ d z	12
wight	w aj t	12
wildness	w aj ɫ d n ə s	12
wince	w ɪ n s	12
wolverines	w ʊ ɫ v ə ɹ iː n z	12
woodcutter	w ʊ d kʰ ɐ t ɚ	12
workingman	w ɝ c ɪ ŋ m ə n	12
workouts	w ɝ k aw t s	12
worrisome	w ɐ ɹ i s ə m	12
worthiness	w ɝ ð i n ə s	12
wove	w ow v	12
wriggling	ɹ ɪ ɡ ə ʎ ɪ ŋ	12
zoologist	z ow ɑ l ə dʒ ɪ s t	12
abolitionist	æ b ə ʎ ɪ ʃ ə n ə s t	11
academically	æ k ə d ɛ mʲ ɪ c ʎ i	11
accumulates	ə c ʉ m ə l ej t s	11
acidic	ə s ɪ dʲ ɪ k	11
acrimony	æ c ɹ ɪ m ow ɲ i	11
adapter	ə d æ p t ɚ	11
adaptive	ə d æ p tʲ ɪ v	11
additions	ə dʲ ɪ ʃ ə n z	11
additive	æ d ə dʲ ɪ v	11
addled	æ d ə ɫ d	11
adenoids	æ d ə n ɔj d z	11
adjournment	ə dʒ ʊ ɹ n m ə n t	11
adopts	ə d ɑ p s	11
adventurers	æ d v ɛ n tʃ ɚ ʔ ɚ z	11
adventuress	æ d v ɛ n tʃ ʊ ɹ ɛ s	11
adversely	ə d v ɝ s ʎ i	11
aficionado	ə fʲ ɪ ʃ ə n ɑː d ow	11
afoul	ə f aw ɫ	11
agitator	æ dʒ ɪ tʰ ej t ɚ	11
ail	ej ɫ	11
airplay	ɛ ɹ p l ej	11
alchemy	æ ɫ k ə mʲ i	11
allege	ə l ɛ dʒ	11
alloys	æ l ɔj z	11
altitudes	æ ɫ tʲ ɪ tʰ ʉː d z	11
altruism	æ ɫ t ɹ ʉ ɪ s ɪ z ə m	11
analyzes	æ n ə l aj z ɪ z	11
ancillary	æ n s ə l ɛ ɹ iː	11
annoyingly	ɐ n ɔj j ɪ ɲ ʎ i	11
antagonism	æ n tʰ æ ɡ ə ɲ ɪ z ə m	11
anteater	æ n tʲ i t ɚ	11
aplenty	ə p l ɛ n tʲ i	11
arisen	ə ɹ ɪ z ə n	11
arranger	ə ɹ ej n dʒ ɚ	11
asexual	ej s ɛ c ʃ ʉ ə ɫ	11
asphyxiated	æ s fʲ ɪ k s i ej tʲ ɪ d	11
assessor	ə s ɛ s ɚ	11
assignation	æ s ɪ ɟ ɲ ej ʃ ə n	11
assigns	ə s aj n z	11
asymptomatic	ej s ɪ m p t ə m æ tʲ ɪ k	11
attired	ə tʰ aj ɹ d	11
aubergine	ow b ɚ ʒ i n	11
audiovisual	ɒ dʲ i ow vʲ ɪ ʒ ʉ ə ɫ	11
auger	ɒː ɡ ɚ	11
austere	ɒ s tʲ ɪ ɹ	11
automatics	ɒ t ə m æ tʲ ɪ k s	11
automaton	ə tʰ ɑː m ə tʰ ɑ n	11
autonomous	ɒ tʰ ɑː n ə m ə s	11
auxiliaries	ɒ ɡ z ɪ ʎ i ɛ ɹ i z	11
babbled	b æ b ə ɫ d	11
bachelorhood	b æ tʃ l ɚ h ʊ d	11
bails	b ej ɫ z	11
bandied	b æ n dʲ i d	11
banknotes	b æ ŋ k n ow t s	11
barbarous	b ɑ ɹ b ɹ ə s	11
barges	b ɑ ɹ dʒ ɪ z	11
baring	b ɛ ɹ ɪ ŋ	11
baronet	b ɛ ɹ ə n ɛ t	11
basalt	b ə s ɑ ɫ t	11
basest	b ej s ɪ s t	11
bays	b ej z	11
beaded	bʲ iː dʲ ɪ d	11
beaus	b ow z	11
befalls	bʲ ɪ f ɒ ɫ z	11
begotten	bʲ ɪ ɡ ɑ t ə n	11
beheading	b ə h ɛ dʲ ɪ ŋ	11
beleaguered	bʲ ɪ ʎ i ɡ ɚ d	11
belladonna	b ɛ l ə d ɑ n ə	11
bendy	bʲ ɪ n dʲ i	11
betrothal	bʲ ɪ t ɹ ow θ ə ɫ	11
bewildering	bʲ ɪ w ɪ ɫ d ə ɹ ɪ ŋ	11
biding	b aj dʲ ɪ ŋ	11
blimps	bʲ ʎ ɪ m p s	11
blithe	b l aj θ	11
blockhouse	b l ɑ k h aw s	11
bluntness	b l ɐ n t ɲ ɪ s	11
boastful	b ow s t f ə ɫ	11
bodice	b ɑ dʲ ɪ s	11
boggles	b ɑ ɡ ə ɫ z	11
bogies	b ow ɟ i z	11
boldness	b ow ɫ d n ə s	11
bonito	b ow ɲ iː t ow	11
booms	b ʉː m z	11
brackets	b ɹ æ c ɪ t s	11
brainchild	b ɹ ej n tʃ aj ɫ d	11
braised	b ɹ ej z d	11
brandishing	b ɹ æ n dʲ ɪ ʃ ɪ ŋ	11
breakage	b ɹ ɛ c ɪ dʒ	11
brevity	b ɹ ɛ vʲ ɪ tʲ i	11
bridging	b ɹ ɪ dʒ ɪ ŋ	11
bristle	b ɹ ɪ s ə ɫ	11
broadening	b ɹ ɒ d ə ɲ ɪ ŋ	11
buffets	b ɐ fʲ ɪ t s	11
buffoons	b ə f ʉː n z	11
bulbous	b ow ɫ b ə s	11
bullocks	b ʊ l ɑ k s	11
bunting	b ɐ n tʲ ɪ ŋ	11
burlap	b ɝ l æ p	11
buttonhole	b ɐ t ə n h ow ɫ	11
buyout	b aj aw t	11
bypassing	b aj pʰ æ s ɪ ŋ	11
calibration	cʰ æ ʎ ɪ b ɹ ej ʃ ə n	11
callus	cʰ æ l ə s	11
camshaft	kʰ æ m ʃ æ f t	11
cancellations	cʰ æ n s ə l ej ʃ ə n z	11
canny	cʰ æ ɲ i	11
cantankerous	cʰ æ n tʰ æ ŋ k ə ɹ ə s	11
canter	cʰ æ n t ɚ	11
capillaries	cʰ æ pʲ ɪ l ɛ ɹ i z	11
capitalized	cʰ æ p ə t ə l aj z d	11
capsize	cʰ æ p s aj z	11
carcinoma	kʰ ɑ ɹ s ɪ n ow m ə	11
carded	kʰ ɑ ɹ dʲ ɪ d	11
cashew	cʰ æ ʃ ʉː	11
cataclysm	cʰ æ t ə c ʎ ɪ z ə m	11
cemented	s ə m ɛ n tʲ ɪ d	11
centigrade	s ɛ n tʲ ɪ ɟ ɹ ej d	11
chaff	tʃ æ f	11
chagrin	ʃ ə ɟ ɹ ɪ n	11
chairmanship	tʃ ɛ ɹ m ə n ʃ ɪ p	11
changeling	tʃ ej n dʒ ʎ ɪ ŋ	11
chanteuse	ʃ ɑ n tʰ ʉː z	11
chapels	tʃ æ p ə ɫ z	11
chiefly	tʃ iː fʲ ʎ i	11
chintz	tʃ ɪ n t s	11
choral	kʰ ɒ ɹ ə ɫ	11
chronologically	k ɹ ɑ n ə l ɑ dʒ ɪ c ʎ i	11
chronometer	k ɹ ə n ɑː mʲ ɪ t ɚ	11
cistern	s ɪ s t ɚ n	11
clashed	c ʎ æ ʃ t	11
classifying	c ʎ æ s ɪ f aj ɪ ŋ	11
cleanses	c ʎ ɛ n z ɪ z	11
climactic	k l aj m æ k tʲ ɪ k	11
clinker	c ʎ ɪ ŋ k ɚ	11
cliques	c ʎ ɪ k s	11
cogent	kʰ ow dʒ ə n t	11
cognizant	kʰ ɑ ɟ ɲ ɪ z æ n t	11
collaborated	kʰ ə l æ b ə ɹ ej tʲ ɪ d	11
colliding	kʰ ə l aj dʲ ɪ ŋ	11
commences	kʰ ə m ɛ n s ɪ z	11
communicators	kʰ ə mʲ ʉː ɲ ɪ cʰ ej t ɚ z	11
communing	kʰ ə mʲ ʉː ɲ ɪ ŋ	11
compartmentalize	kʰ ə m pʰ ɑ ɹ t m ɛ n t ə l aj z	11
compensatory	kʰ ə m pʰ ɛ n s ə tʰ ɒ ɹ i	11
complicating	kʰ ɑ m pʲ ʎ ɪ cʰ ej tʲ ɪ ŋ	11
concentrations	kʰ ɑ n s ə n t ɹ ej ʃ ə n z	11
concurrent	kʰ ə ŋ kʰ ɝ ɹ ɛ n t	11
conductors	kʰ ə n d ɐ k t ɚ z	11
confidences	kʰ ɑ m fʲ ɪ d ə n s ɪ z	11
confiding	kʰ ə m f aj dʲ ɪ ŋ	11
conforms	kʰ ə m f ɒ ɹ m z	11
congenial	kʰ ə n dʒ iː ɲ i ə ɫ	11
conjures	kʰ ɑ n dʒ ɚ z	11
connotations	kʰ ɑ n ə tʰ ej ʃ ə n z	11
consonants	kʰ ɑ n s n ə n t s	11
conspirator	kʰ ə n s pʲ ɪ ɹ ə t ɚ	11
contaminants	kʰ ə n tʰ æ mʲ ɪ n ə n t s	11
contradicted	kʰ ɑː n t ɹ ə dʲ ɪ k tʲ ɪ d	11
contrite	kʰ ə n t ɹ aj t	11
converter	kʰ ə m v ɝ t ɚ	11
conveyance	kʰ ə m v ej ə n s	11
conveying	kʰ ə m v ej ɪ ŋ	11
convincingly	kʰ ə m vʲ ɪ n s ɪ ɲ ʎ i	11
convoys	kʰ ɑ m v ɔj z	11
cookbooks	kʰ ʊ k b ʊ k s	11
corks	kʰ ɒ ɹ k s	11
cornet	kʰ ɒ ɹ n ɛ t	11
councilmen	kʰ aw n s ə ɫ m ɛ n	11
counterbalance	kʰ aw n t ɚ b æ l ə n s	11
courageously	kʰ ə ɹ ej dʒ ə s ʎ i	11
cranks	c ɹ æ ŋ k s	11
creepers	c ɹ iː p ɚ z	11
criterion	k ɹ aj tʰ ɪ ɹ i ə n	11
cruised	k ɹ ʉː z d	11
cryptography	c ɹ ɪ p tʰ ɑ ɡ ɹ ə fʲ i	11
cumulative	cʰ ʉː m ʊ l ə tʲ ɪ v	11
cunnilingus	kʰ ɐ ɲ i ʎ ɪ ŋ ɡ ə s	11
cunningly	kʰ ɐ ɲ ɪ ɲ ʎ i	11
curative	cʰ ʊ ɹ ə tʲ ɪ v	11
curiosities	cʰ ʊ ɹ i ɑ s ɪ tʲ i z	11
dalliance	d æ ʎ i ə n s	11
damsels	d æ m z ə ɫ z	11
darting	d ɑ ɹ tʲ ɪ ŋ	11
decanter	d ə cʰ æ n t ɚ	11
decayed	dʲ ɪ cʰ ej d	11
deepening	dʲ iː p ə ɲ ɪ ŋ	11
dejected	dʲ ɪ dʒ ɛ k tʲ ɪ d	11
denizens	d ɛ ɲ ɪ z ə n z	11
dependents	dʲ ɪ pʰ ɛ n d ə n t s	11
desensitized	dʲ i s ɛ n s ɪ tʰ aj z d	11
designation	d ɛ z ɪ ɟ ɲ ej ʃ ə n	11
desperadoes	d ɛ s p ə ɹ ɑ d ow z	11
despising	dʲ ɪ s p aj z ɪ ŋ	11
despot	d ɛ s p ə t	11
devotes	dʲ ɪ v ow t s	11
differed	dʲ ɪ f ɚ d	11
diffusion	dʲ ɪ fʲ ʉː ʒ ə n	11
discharges	dʲ ɪ s tʃ ɑ ɹ dʒ ɪ z	11
